Country,Category,DateTime,Close,Frequency,HistoricalDataSymbol,LastUpdate
United States,Tourist Arrivals,2000-01-31T00:00:00,2866229,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2000-02-29T00:00:00,2948121,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2000-03-31T00:00:00,3709993,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2000-04-30T00:00:00,4108278,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2000-05-31T00:00:00,3712454,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2000-06-30T00:00:00,3599435,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2000-07-31T00:00:00,4947731,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2000-08-31T00:00:00,4650387,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2000-09-30T00:00:00,3874868,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2000-10-31T00:00:00,3654971,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2000-11-30T00:00:00,3206700,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2000-12-31T00:00:00,3401534,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2001-01-31T00:00:00,3035536,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2001-02-28T00:00:00,2866284,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2001-03-31T00:00:00,3587412,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2001-04-30T00:00:00,3870645,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2001-05-31T00:00:00,3510495,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2001-06-30T00:00:00,3482153,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2001-07-31T00:00:00,4747440,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2001-08-31T00:00:00,4644981,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2001-09-30T00:00:00,2611278,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2001-10-31T00:00:00,2236263,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2001-11-30T00:00:00,2094287,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2001-12-31T00:00:00,2501021,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2002-01-31T00:00:00,2239531,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2002-02-28T00:00:00,2249150,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2002-03-31T00:00:00,3271248,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2002-04-30T00:00:00,2806759,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2002-05-31T00:00:00,2992573,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2002-06-30T00:00:00,2936642,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2002-07-31T00:00:00,3978392,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2002-08-31T00:00:00,3974697,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2002-09-30T00:00:00,3111014,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2002-10-31T00:00:00,2911015,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2002-11-30T00:00:00,2540212,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2002-12-31T00:00:00,2975827,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2003-01-31T00:00:00,2358595,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2003-02-28T00:00:00,2200136,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2003-03-31T00:00:00,2604973,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2003-04-30T00:00:00,2630783,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2003-05-31T00:00:00,2640099,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2003-06-30T00:00:00,2718900,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2003-07-31T00:00:00,3810436,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2003-08-31T00:00:00,3871421,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2003-09-30T00:00:00,2998622,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2003-10-31T00:00:00,2923824,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2003-11-30T00:00:00,2711109,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2003-12-31T00:00:00,2995051,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2004-01-31T00:00:00,2395088,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2004-02-29T00:00:00,2484230,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2004-03-31T00:00:00,3120469,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2004-04-30T00:00:00,3357859,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2004-05-31T00:00:00,3174353,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2004-06-30T00:00:00,3061132,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2004-07-31T00:00:00,4244231,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2004-08-31T00:00:00,4027714,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2004-09-30T00:00:00,3194284,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2004-10-31T00:00:00,3119740,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2004-11-30T00:00:00,2783234,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2004-12-31T00:00:00,3210440,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2005-01-31T00:00:00,3448414,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2005-02-28T00:00:00,3254989,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2005-03-31T00:00:00,4321264,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2005-04-30T00:00:00,4087436,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2005-05-31T00:00:00,4315555,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2005-06-30T00:00:00,3859800,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2005-07-31T00:00:00,5112513,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2005-08-31T00:00:00,4817910,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2005-09-30T00:00:00,4151624,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2005-10-31T00:00:00,4011125,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2005-11-30T00:00:00,3625489,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2005-12-31T00:00:00,4199836,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2006-01-31T00:00:00,3575819,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2006-02-28T00:00:00,3166644,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2006-03-31T00:00:00,4044877,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2006-04-30T00:00:00,4646756,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2006-05-31T00:00:00,4121207,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2006-06-30T00:00:00,3882117,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2006-07-31T00:00:00,5427525,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2006-08-31T00:00:00,5220246,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2006-09-30T00:00:00,4277922,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2006-10-31T00:00:00,4281810,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2006-11-30T00:00:00,4070579,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2006-12-31T00:00:00,4261888,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2007-01-31T00:00:00,3695961,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2007-02-28T00:00:00,3370213,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2007-03-31T00:00:00,4268976,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2007-04-30T00:00:00,4864985,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2007-05-31T00:00:00,4500309,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2007-06-30T00:00:00,4490918,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2007-07-31T00:00:00,5923646,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2007-08-31T00:00:00,5814940,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2007-09-30T00:00:00,4767792,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2007-10-31T00:00:00,4815878,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2007-11-30T00:00:00,4672822,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2007-12-31T00:00:00,4948504,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2008-01-31T00:00:00,4086799,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2008-02-29T00:00:00,3897179,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2008-03-31T00:00:00,5182792,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2008-04-30T00:00:00,4745139,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2008-05-31T00:00:00,5009362,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2008-06-30T00:00:00,4678511,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2008-07-31T00:00:00,5986535,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2008-08-31T00:00:00,6229145,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2008-09-30T00:00:00,4689523,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2008-10-31T00:00:00,4629872,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2008-11-30T00:00:00,4288280,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2008-12-31T00:00:00,4584137,Monthly,UNITEDSTATOUARR,2018-10-04T13:56:00
United States,Tourist Arrivals,2009-01-31T00:00:00,3720104.372,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2009-02-28T00:00:00,3542548.767,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2009-03-31T00:00:00,4269373.23,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2009-04-30T00:00:00,4780812.735,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2009-05-31T00:00:00,4309233.02,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2009-06-30T00:00:00,4078448.349,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2009-07-31T00:00:00,5534326.027,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2009-08-31T00:00:00,5915725.367,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2009-09-30T00:00:00,4723514.687,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2009-10-31T00:00:00,4717038.914,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2009-11-30T00:00:00,4489068.953,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2009-12-31T00:00:00,5022548.654,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2010-01-31T00:00:00,4128091.107,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2010-02-28T00:00:00,3736045.283,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2010-03-31T00:00:00,4841398.187,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2010-04-30T00:00:00,4937709.019,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2010-05-31T00:00:00,5092003.695,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2010-06-30T00:00:00,4713083.918,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2010-07-31T00:00:00,6278385.09,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2010-08-31T00:00:00,6406534.321,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2010-09-30T00:00:00,5055987.899,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2010-10-31T00:00:00,5164364.96,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2010-11-30T00:00:00,4570244.764,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2010-12-31T00:00:00,5086512.222,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2011-01-31T00:00:00,4319083,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2011-02-28T00:00:00,3905579,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2011-03-31T00:00:00,4782144,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2011-04-30T00:00:00,5587811,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2011-05-31T00:00:00,5277963,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2011-06-30T00:00:00,4946939,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2011-07-31T00:00:00,6862072,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2011-08-31T00:00:00,6798516,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2011-09-30T00:00:00,5447584,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2011-10-31T00:00:00,5392345,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2011-11-30T00:00:00,4946829,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2011-12-31T00:00:00,5210551,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2012-01-31T00:00:00,4728134,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2012-02-29T00:00:00,4155850,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2012-03-31T00:00:00,5328829,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2012-04-30T00:00:00,5726778,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2012-05-31T00:00:00,5341254,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2012-06-30T00:00:00,5196669,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2012-07-31T00:00:00,6806745,Monthly,UNITEDSTATOUARR,2023-03-14T15:56:00
United States,Tourist Arrivals,2012-08-31T00:00:00,7355431,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2012-09-30T00:00:00,5817050,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2012-10-31T00:00:00,5583375,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2012-11-30T00:00:00,5267717,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2012-12-31T00:00:00,5659065,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2013-01-31T00:00:00,4967028,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2013-02-28T00:00:00,4478353,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2013-03-31T00:00:00,5980801,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2013-04-30T00:00:00,5729720,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2013-05-31T00:00:00,5800889,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2013-06-30T00:00:00,5637609,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2013-07-31T00:00:00,7166098,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2013-08-31T00:00:00,7992152,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2013-09-30T00:00:00,6176016,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2013-10-31T00:00:00,6053988,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2013-11-30T00:00:00,5532024,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2013-12-31T00:00:00,6128229,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2014-01-31T00:00:00,5400065,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2014-02-28T00:00:00,4660320,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2014-03-31T00:00:00,5895684,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2014-04-30T00:00:00,6500365,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2014-05-31T00:00:00,6370882,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2014-06-30T00:00:00,6003877,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2014-07-31T00:00:00,7429591,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2014-08-31T00:00:00,8418370,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2014-09-30T00:00:00,6260914,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2014-10-31T00:00:00,6341263,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
United States,Tourist Arrivals,2014-11-30T00:00:00,5829463,Monthly,UNITEDSTATOUARR,2019-11-25T16:29:00
